BGC_ID,QA_ID,USGS_Project_Name,Site,NWIS_site_no,Date,date_time,Sample end date,Sample end time (PST),End Timestamp (PST),lab,LCMS-MS Relinquished_Date,LCMS-MS column headers pending,Weight (g),toxin,result,method,class,resultNum,Year,Month,DOY,detect_tox,result_ngg
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,MC-LF,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,MC-LR,0.819035565,LCMS,Microcystins,0.819035565,2020,Aug,8/18/1904,Yes,0.458329919
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,MC-LY,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,MC-RR,0.056878555,LCMS,Microcystins,0.056878555,2020,Aug,8/18/1904,Yes,0.031829074
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,dMC-RR,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,MC-LW,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,(Leu)MC-LR,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,dMC-HtyR,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,MC-WR,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,(Asp3)MC-LR,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,MC-LY/E,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,Total Anatoxin-a,ND,LCMS,Anatoxins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,Total BMAA,ND,LCMS,BMAA,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,Total Saxitoxin,ND,LCMS,Saxitoxins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,Nodularin-R,ND,LCMS,Nodularin,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,Cylindrospermopsin,ND,LCMS,Cylindrospermopsins,0,2020,Aug,8/18/1904,No,0
BGC002979,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,8/18/2020,2020-08-18T09:00:00Z,2020-09-02T00:00:00Z,1899-12-31T13:45:00Z,2020-09-02T13:45:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.787,Total Anabaenopeptins,ND,LCMS,Anabaenopeptins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,MC-LF,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,MC-LR,1.153822114,LCMS,Microcystins,1.153822114,2020,Aug,8/18/1904,Yes,0.608877105
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,MC-LY,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,MC-RR,0.075082818,LCMS,Microcystins,0.075082818,2020,Aug,8/18/1904,Yes,0.03962154
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,dMC-RR,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,MC-LW,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,(Leu)MC-LR,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,dMC-HtyR,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,MC-WR,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,(Asp3)MC-LR,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,MC-LY/E,ND,LCMS,Microcystins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,Total Anatoxin-a,ND,LCMS,Anatoxins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,Total BMAA,ND,LCMS,BMAA,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,Total Saxitoxin,ND,LCMS,Saxitoxins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,Nodularin-R,ND,LCMS,Nodularin,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,Cylindrospermopsin,ND,LCMS,Cylindrospermopsins,0,2020,Aug,8/18/1904,No,0
BGC003015,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,8/18/2020,2020-08-18T13:00:00Z,2020-09-03T00:00:00Z,1899-12-31T08:30:00Z,2020-09-03T08:30:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.895,Total Anabaenopeptins,ND,LCMS,Anabaenopeptins,0,2020,Aug,8/18/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,MC-LF,ND,LCMS,Microcystins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,MC-LR,0.716216639,LCMS,Microcystins,0.716216639,2020,Sep,9/2/1904,Yes,0.45130223
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,MC-LY,ND,LCMS,Microcystins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,MC-RR,0.023282705,LCMS,Microcystins,0.023282705,2020,Sep,9/2/1904,Yes,0.014670892
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,dMC-RR,ND,LCMS,Microcystins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,MC-LW,ND,LCMS,Microcystins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,(Leu)MC-LR,ND,LCMS,Microcystins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,dMC-HtyR,ND,LCMS,Microcystins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,MC-WR,ND,LCMS,Microcystins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,(Asp3)MC-LR,ND,LCMS,Microcystins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,MC-LY/E,ND,LCMS,Microcystins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,Total Anatoxin-a,ND,LCMS,Anatoxins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,Total BMAA,ND,LCMS,BMAA,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,Total Saxitoxin,ND,LCMS,Saxitoxins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,Nodularin-R,ND,LCMS,Nodularin,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,Cylindrospermopsin,ND,LCMS,Cylindrospermopsins,0,2020,Sep,9/2/1904,No,0
BGC003223,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/2/2020,2020-09-02T13:55:00Z,2020-09-23T00:00:00Z,1899-12-31T14:55:00Z,2020-09-23T14:55:00Z,Zimba,2020-12-02T00:00:00Z,NA,1.587,Total Anabaenopeptins,ND,LCMS,Anabaenopeptins,0,2020,Sep,9/2/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,MC-LF,ND,LCMS,Microcystins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,MC-LR,0.531751984,LCMS,Microcystins,0.531751984,2020,Sep,9/3/1904,Yes,0.175322118
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,MC-LY,ND,LCMS,Microcystins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,MC-RR,0.030158135,LCMS,Microcystins,0.030158135,2020,Sep,9/3/1904,Yes,0.009943335
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,dMC-RR,ND,LCMS,Microcystins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,MC-LW,ND,LCMS,Microcystins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,(Leu)MC-LR,ND,LCMS,Microcystins,0,2020,Sep,9/3/1904,No,0
